gid,pid,words,sentence_number
4,fcwoigurp3,,96
4,fcwoigurp3,,97
4,fcwoigurp3,,98
4,fcwoigurp3,अभिरुचि,99
4,fcwoigurp4,,0
4,fcwoigurp4,अद्वितीय,1
4,fcwoigurp4,,2
4,fcwoigurp4,,3
4,fcwoigurp4,,4
4,fcwoigurp4,,5
4,fcwoigurp4,,6
4,fcwoigurp4,"इंडिया,अधिग्राहण",7
4,fcwoigurp4,,8
4,fcwoigurp4,,9
4,fcwoigurp4,,10
4,fcwoigurp4,,11
4,fcwoigurp4,,12
4,fcwoigurp4,,13
4,fcwoigurp4,,14
4,fcwoigurp4,,15
4,fcwoigurp4,कौओं,16
4,fcwoigurp4,परेशानी,17
4,fcwoigurp4,उठकर,18
4,fcwoigurp4,,19
4,fcwoigurp4,,20
4,fcwoigurp4,,21
4,fcwoigurp4,,22
4,fcwoigurp4,ऊँचे,23
4,fcwoigurp4,,24
4,fcwoigurp4,,25
4,fcwoigurp4,जिन्होंने,26
4,fcwoigurp4,नियंत्रण,27
4,fcwoigurp4,वधिया,28
4,fcwoigurp4,कलाकारों,29
4,fcwoigurp4,उगाना,30
4,fcwoigurp4,,31
4,fcwoigurp4,मध्यकालीन,32
4,fcwoigurp4,अवांछित,33
4,fcwoigurp4,"प्रौद्योगिकी,पढाया",34
4,fcwoigurp4,भूमध्यसागरीय,35
4,fcwoigurp4,"सामाजिक,आर्थिक",36
4,fcwoigurp4,क्रैंक,37
4,fcwoigurp4,कोशिकाओं,38
4,fcwoigurp4,"आविष्कृत,टिकिया",39
4,fcwoigurp4,"पाबंदी,निबंध",40
4,fcwoigurp4,,41
4,fcwoigurp4,,42
4,fcwoigurp4,मुँहतोड़,43
4,fcwoigurp4,,44
4,fcwoigurp4,,45
4,fcwoigurp4,,46
4,fcwoigurp4,पारिवारिक,47
4,fcwoigurp4,अम्माँ,48
4,fcwoigurp4,,49
4,fcwoigurp4,,50
4,fcwoigurp4,कायाकल्प,51
4,fcwoigurp4,पहुँची,52
4,fcwoigurp4,,53
4,fcwoigurp4,"राज्यपद,भविष्य",54
4,fcwoigurp4,जरूरी,55
4,fcwoigurp4,विषाद,56
4,fcwoigurp4,हतबुद्धिसा,57
4,fcwoigurp4,ब्याह,58
4,fcwoigurp4,वयोवृद्ध,59
4,fcwoigurp4,विन्ध्य,60
4,fcwoigurp4,,61
4,fcwoigurp4,,62
4,fcwoigurp4,,63
4,fcwoigurp4,ततैयों,64
4,fcwoigurp4,सँभाल,65
4,fcwoigurp4,,66
4,fcwoigurp4,,67
4,fcwoigurp4,देहावसान,68
4,fcwoigurp4,रास्ते,69
4,fcwoigurp4,ब्लॉटिंग,70
4,fcwoigurp4,शुरू,71
4,fcwoigurp4,इंसानों,72
4,fcwoigurp4,,73
4,fcwoigurp4,,74
4,fcwoigurp4,,75
4,fcwoigurp4,ट्रेडमार्क,76
4,fcwoigurp4,मौजूदा,77
4,fcwoigurp4,एग्जॉटिक,78
4,fcwoigurp4,,79
4,fcwoigurp4,घोषित,80
4,fcwoigurp4,भविष्य,81
4,fcwoigurp4,संबोधन,82
4,fcwoigurp4,मंत्रालय,83
4,fcwoigurp4,बहुराष्ट्रीय,84
4,fcwoigurp4,संकेत,85
4,fcwoigurp4,चौंक,86
4,fcwoigurp4,,87
4,fcwoigurp4,काव्यात्मक,88
4,fcwoigurp4,,89
4,fcwoigurp4,,90
4,fcwoigurp4,केंद्रित,91
4,fcwoigurp4,,92
4,fcwoigurp4,,93
4,fcwoigurp4,च्यवन,94
4,fcwoigurp4,निर्भर,95
4,fcwoigurp4,क्लेशरहित,96
4,fcwoigurp4,,97
4,fcwoigurp4,विश्वविद्यालय,98
4,fcwoigurp4,लोकतांत्रिक,99
4,fcwoigurp5,"कुएं,में",0
4,fcwoigurp5,,1
4,fcwoigurp5,"सौंदर्य,है",2
4,fcwoigurp5,,3
4,fcwoigurp5,,4
4,fcwoigurp5,,5
4,fcwoigurp5,,6
4,fcwoigurp5,,7
4,fcwoigurp5,,8
4,fcwoigurp5,,9
4,fcwoigurp5,,10
4,fcwoigurp5,,11
4,fcwoigurp5,,12
4,fcwoigurp5,,13
4,fcwoigurp5,,14
4,fcwoigurp5,,15
4,fcwoigurp5,,16
4,fcwoigurp5,,17
4,fcwoigurp5,,18
4,fcwoigurp5,,19
4,fcwoigurp5,,20
4,fcwoigurp5,,21
4,fcwoigurp5,,22
4,fcwoigurp5,,23
4,fcwoigurp5,,24
4,fcwoigurp5,,25
4,fcwoigurp5,,26
4,fcwoigurp5,,27
4,fcwoigurp5,,28
4,fcwoigurp5,,29
4,fcwoigurp5,,30
4,fcwoigurp5,,31
4,fcwoigurp5,,32
4,fcwoigurp5,,33
4,fcwoigurp5,,34
4,fcwoigurp5,,35
4,fcwoigurp5,,36
4,fcwoigurp5,,37
4,fcwoigurp5,,38
4,fcwoigurp5,,39
4,fcwoigurp5,,40
4,fcwoigurp5,,41
4,fcwoigurp5,,42
4,fcwoigurp5,,43
4,fcwoigurp5,,44
4,fcwoigurp5,,45
4,fcwoigurp5,,46
4,fcwoigurp5,,47
4,fcwoigurp5,,48
4,fcwoigurp5,,49
4,fcwoigurp5,,50
4,fcwoigurp5,,51
4,fcwoigurp5,,52
4,fcwoigurp5,,53
4,fcwoigurp5,,54
4,fcwoigurp5,,55
4,fcwoigurp5,,56
4,fcwoigurp5,,57
4,fcwoigurp5,,58
4,fcwoigurp5,,59
4,fcwoigurp5,,60
4,fcwoigurp5,,61
4,fcwoigurp5,,62
4,fcwoigurp5,,63
4,fcwoigurp5,,64
4,fcwoigurp5,,65
4,fcwoigurp5,,66
4,fcwoigurp5,,67
4,fcwoigurp5,,68
4,fcwoigurp5,,69
4,fcwoigurp5,,70
4,fcwoigurp5,,71
4,fcwoigurp5,,72
4,fcwoigurp5,,73
4,fcwoigurp5,,74
4,fcwoigurp5,,75
4,fcwoigurp5,,76
4,fcwoigurp5,,77
4,fcwoigurp5,,78
4,fcwoigurp5,,79
4,fcwoigurp5,,80
4,fcwoigurp5,,81
4,fcwoigurp5,,82
4,fcwoigurp5,,83
4,fcwoigurp5,,84
4,fcwoigurp5,,85
4,fcwoigurp5,,86
4,fcwoigurp5,,87
4,fcwoigurp5,,88
4,fcwoigurp5,,89
4,fcwoigurp5,,90
4,fcwoigurp5,,91
4,fcwoigurp5,,92
4,fcwoigurp5,,93
4,fcwoigurp5,,94
4,fcwoigurp5,,95
4,fcwoigurp5,,96
4,fcwoigurp5,,97
4,fcwoigurp5,,98
4,fcwoigurp5,,99
4,fcwoigurp5,,0
4,fcwoigurp5,,1
4,fcwoigurp5,वैविध्य,2
4,fcwoigurp5,,3
4,fcwoigurp5,,4
4,fcwoigurp5,सम्पुट,5
4,fcwoigurp5,,6
4,fcwoigurp5,,7
4,fcwoigurp5,,8
4,fcwoigurp5,,8
4,fcwoigurp5,,9
4,fcwoigurp5,,10
4,fcwoigurp5,,11
4,fcwoigurp5,,12
4,fcwoigurp5,,13
4,fcwoigurp5,गठरी,14
4,fcwoigurp5,प्रकाश,15
4,fcwoigurp5,,16
4,fcwoigurp5,,17
4,fcwoigurp5,सूप,18
4,fcwoigurp5,,19
4,fcwoigurp5,,20
4,fcwoigurp5,धमाचौकड़ी,21
4,fcwoigurp5,,22
4,fcwoigurp5,,23
4,fcwoigurp5,,24
4,fcwoigurp5,किंवदंतियों,25
4,fcwoigurp5,,26
4,fcwoigurp5,शास्त्रोक्त,27
4,fcwoigurp5,वधिया,28
4,fcwoigurp5,,29
4,fcwoigurp5,औद्यानिकी,30
4,fcwoigurp5,,31
4,fcwoigurp5,,32
4,fcwoigurp5,,33
4,fcwoigurp5,परिपथों,34
4,fcwoigurp5,,35
4,fcwoigurp5,,36
4,fcwoigurp5,"कॉटर,क्रैंक",37
4,fcwoigurp5,,38
4,fcwoigurp5,,39
4,fcwoigurp5,,40
4,fcwoigurp5,,41
4,fcwoigurp5,,42
4,fcwoigurp5,,43
4,fcwoigurp5,बट्टा,44
4,fcwoigurp5,,45
4,fcwoigurp5,,46
4,fcwoigurp5,"क्षुद्रताएँ,कलहादि",47
4,fcwoigurp5,,48
4,fcwoigurp5,,49
4,fcwoigurp5,,50
4,fcwoigurp5,कायाकल्प,51
4,fcwoigurp5,,52
4,fcwoigurp5,बूचड़,53
4,fcwoigurp5,,54
4,fcwoigurp5,,55
4,fcwoigurp5,विषाद,56
4,fcwoigurp5,"हतबुद्धिसा,क्षोभ,रोष",57
4,fcwoigurp5,हठात्,58
4,fcwoigurp5,वयोवृद्ध,59
4,fcwoigurp5,,60
4,fcwoigurp5,बशीर,61
4,fcwoigurp5,"तुड़ीमुड़ी,टपकाती",62
4,fcwoigurp5,बुयि,63
4,fcwoigurp5,ततैयों,64
4,fcwoigurp5,,65
4,fcwoigurp5,,66
4,fcwoigurp5,"कगार,दिपदिपाने",67
4,fcwoigurp5,,68
4,fcwoigurp5,,69
4,fcwoigurp5,ठोडी,70
4,fcwoigurp5,झड़पों,71
4,fcwoigurp5,खासी,72
4,fcwoigurp5,,73
4,fcwoigurp5,,74
4,fcwoigurp5,,75
4,fcwoigurp5,पंजीकृत,76
4,fcwoigurp5,,77
4,fcwoigurp5,,78
4,fcwoigurp5,,79
4,fcwoigurp5,,80
4,fcwoigurp5,,81
4,fcwoigurp5,,82
4,fcwoigurp5,मिस्र,83
4,fcwoigurp5,,84
4,fcwoigurp5,,85
4,fcwoigurp5,ऊब,86
4,fcwoigurp5,सर्वोदय,87
4,fcwoigurp5,परिदृश्य,88
4,fcwoigurp5,,89
4,fcwoigurp5,रंगरूट,90
4,fcwoigurp5,रचाव,91
4,fcwoigurp5,"कुरलाने,बिलखने",92
4,fcwoigurp5,हैजा,93
4,fcwoigurp5,च्यवन,94
4,fcwoigurp5,"प्रणाली,अस्मिता,मूल्यबोध",95
4,fcwoigurp5,,96
4,fcwoigurp5,,97
4,fcwoigurp5,अंगिका,98
4,fcwoigurp5,"अभिरुचि,लोकतांत्रिक",99
15,ficwfteigenp1,विभाग,0
15,ficwfteigenp1,"निर्मित,कलाकृतियों",1
15,ficwfteigenp1,"वैविध्य,सौंदर्य,आंतरिक,अतुल्य,विशिष्टता",2
15,ficwfteigenp1,,3
15,ficwfteigenp1,"वितरण,नर्मदा",4
15,ficwfteigenp1,"समस्त,योगाभ्यास,सम्पुट",5
15,ficwfteigenp1,"सशक्तिकरण,इफको",6
15,ficwfteigenp1,अधिग्राहण,7
15,ficwfteigenp1,शरण,8
15,ficwfteigenp1,"विलम्ब,अड़चने,ज्योतिषीय",9
15,ficwfteigenp1,"ग्रह,बस्ती",10
15,ficwfteigenp1,"छत,इक्की,दुक्की",11
15,ficwfteigenp1,जहान,12
15,ficwfteigenp1,श्रेष्ठ,13
15,ficwfteigenp1,अप्पी,14
15,ficwfteigenp1,पाबन्‍द,15
15,ficwfteigenp1,"तरल,तरंग,मृदुल,उमंग",16
15,ficwfteigenp1,,17
15,ficwfteigenp1,टोपी,18
15,ficwfteigenp1,हावड़ा,19
15,ficwfteigenp1,"पलते,रोग",20
15,ficwfteigenp1,,21
15,ficwfteigenp1,लक्खा,22
15,ficwfteigenp1,,23
15,ficwfteigenp1,"अद्धा,दाँव,पेंच",24
15,ficwfteigenp1,"पवन,एशिया,प्रायः,माह,सक्रिय",25
15,ficwfteigenp1,"अभ्यर्थी,न्यायालय,विधिक,उपचार",26
15,ficwfteigenp1,"व्यास,चकती",27
15,ficwfteigenp1,"प्रकार,अनीश्वरवाद,ईश्वरवादी,सूक्तियों,कल्याणकारी,दुष्ट",28
15,ficwfteigenp1,"उद्गम,सदा,विवाद",29
15,ficwfteigenp1,"पंद्रहवीं,लोकसभा,कुलदीप,बिश्नोई,हिसार,संसदीय,क्षेत्र",30
15,ficwfteigenp1,"संभवत:,सर्वाधिक,प्रशेषनीय,भूमिका,निभाई",31
15,ficwfteigenp1,"शासक,नृत्यांगना",32
15,ficwfteigenp1,"रस्तर,धातु,अथवा,पदार्थ,विज्ञप्ति,प्रचार,स्मृति",33
15,ficwfteigenp1,प्राचीन,34
15,ficwfteigenp1,"उदाहरण,उत्पन्न",35
15,ficwfteigenp1,"सटीक,विपणन,पर्यटन",36
15,ficwfteigenp1,"प्रयोग,दक्षिण-पश्चिम,वर्षाएं",37
15,ficwfteigenp1,आधुनिक,38
15,ficwfteigenp1,,39
15,ficwfteigenp1,,40
15,ficwfteigenp1,"सुप्रबंध,तीवर",41
15,ficwfteigenp1,,42
15,ficwfteigenp1,"उपद्रव,आशंका,सशस्त्र",43
15,ficwfteigenp1,"वंचित,मरूस्थलसा,सूखी,निष्फल,चेष्टा",44
15,ficwfteigenp1,"कड़बड़,प्रभावशाली,मंत्रिमंडल",45
15,ficwfteigenp1,नेवता,46
15,ficwfteigenp1,भाँति,47
15,ficwfteigenp1,"विस्मित,सुफेदे,वृक्ष",48
15,ficwfteigenp1,हाँक,49
15,ficwfteigenp1,"आकर,भाट",50
15,ficwfteigenp1,ब्याह,51
15,ficwfteigenp1,"दीनतापूर्ण,आश्चर्य",52
15,ficwfteigenp1,"क्षणभर,सूर्यमंडल,रमणीयता,खटकता",53
15,ficwfteigenp1,,54
15,ficwfteigenp1,"झाड़,झुग्गी",55
15,ficwfteigenp1,"मैनी,गैरी,डेविड",56
15,ficwfteigenp1,,57
15,ficwfteigenp1,,58
15,ficwfteigenp1,,59
15,ficwfteigenp1,"थानेदार,निहाली,दुमंजिले,तब्दील",60
15,ficwfteigenp1,,61
15,ficwfteigenp1,,62
15,ficwfteigenp1,,63
15,ficwfteigenp1,चूँकि,64
15,ficwfteigenp1,हलचल,65
15,ficwfteigenp1,,66
15,ficwfteigenp1,"नाद्या,ढलान",67
15,ficwfteigenp1,बड़ी,68
15,ficwfteigenp1,बंदिशें,69
15,ficwfteigenp1,"आशंका,चालक",70
15,ficwfteigenp1,"किसानों,केंद्र",71
15,ficwfteigenp1,"कार्यक्रमों,प्रसारित",72
15,ficwfteigenp1,मध्यांतर,73
15,ficwfteigenp1,"भगदड़,मृतकों,परिजनों,मुआवज़ा",74
15,ficwfteigenp1,"शीर्षक,प्रदर्शित,चयन",75
15,ficwfteigenp1,"हज़ारा,क़त्ल",76
15,ficwfteigenp1,"सप्ताह,अफज़ल",77
15,ficwfteigenp1,"उद्देश्य,वैज्ञानिक,तथ्यों,रटी",78
15,ficwfteigenp1,"गुप्त,मतदान,आलाकमान",79
15,ficwfteigenp1,,80
15,ficwfteigenp1,"अनुसंधान,केंद्र",81
15,ficwfteigenp1,"निर्देशन,अभिनय,निर्माता",82
15,ficwfteigenp1,,83
15,ficwfteigenp1,,84
15,ficwfteigenp1,"व्यवहारिक,समाधान",85
15,ficwfteigenp1,"तीर्थंकरी,स्यादवाद",86
15,ficwfteigenp1,,87
15,ficwfteigenp1,"युक्तिसंगति,साक्षात्कार",88
15,ficwfteigenp1,परस्वावलंबन,89
15,ficwfteigenp1,"वैचारिक,प्रथा,विरुद्ध,प्राकृतिक,अटपटे,छविबद्ध",90
15,ficwfteigenp1,स्त्री,91
15,ficwfteigenp1,"प्रकार,दृष्टि,सौंदर्य,विलासमात्र,बंधनों,विरुद्ध,क्रांतिकारी,सौंदर्यदृष्टि",92
15,ficwfteigenp1,देहाध्यास,93
15,ficwfteigenp1,"उपरान्त,टिप्पणी",94
15,ficwfteigenp1,"अज्ञेय,उपन्यास",95
15,ficwfteigenp1,"डॉ,कृष्णदत्त,पालीवाल,संपादित,साहित्य,परिवर्तन,स्वभाव",96
15,ficwfteigenp1,"आचार्य,शुक्ल,इतिहासकार,परीक्षागुरु",97
15,ficwfteigenp1,"उपन्यास,प्रसंग",98
15,ficwfteigenp1,"बिरादरी,प्रगतिशीलता",99
15,ficwfteigenp2,रणथम्भौर,0
15,ficwfteigenp2,अद्वितीय,1
15,ficwfteigenp2,विशिष्टता,2
15,ficwfteigenp2,,3
15,ficwfteigenp2,"वितरण,नर्मदा",4
15,ficwfteigenp2,योगाभ्यास,5
15,ficwfteigenp2,सशक्तिकरण,6
15,ficwfteigenp2,अधिग्राहण,7
15,ficwfteigenp2,तरुवर,8
15,ficwfteigenp2,"विलम्ब,अड़चने",9
15,ficwfteigenp2,बस्ती,10
15,ficwfteigenp2,दुक्की,11
15,ficwfteigenp2,,12
15,ficwfteigenp2,श्रेष्ठ,13
15,ficwfteigenp2,अप्पी,14
15,ficwfteigenp2,पाबन्‍द,15
15,ficwfteigenp2,मृदुल,16
15,ficwfteigenp2,ढले,17
15,ficwfteigenp2,टोपी,18
15,ficwfteigenp2,हावड़ा,19
15,ficwfteigenp2,पलते,20
15,ficwfteigenp2,विद्यालय,21
15,ficwfteigenp2,,22
15,ficwfteigenp2,टाल,23
15,ficwfteigenp2,अद्धा,24
15,ficwfteigenp2,"प्रायः,सक्रिय",25
15,ficwfteigenp2,न्यायालय,26
15,ficwfteigenp2,से.मी.,27
15,ficwfteigenp2,"ईश्वरवादी,बुद्धिमान,कल्याणकारी",28
15,ficwfteigenp2,उद्गम,29
15,ficwfteigenp2,"पंद्रहवीं,क्षेत्र",30
15,ficwfteigenp2,"संभवत:,प्रशेषनीय",31
15,ficwfteigenp2,नृत्यांगना,32
15,ficwfteigenp2,"विज्ञप्ति,प्राय:",33
15,ficwfteigenp2,"स्वतंत्र,क्षत्रिय",34
15,ficwfteigenp2,"यूनाइटेड,इंस्टीट्यूशन",35
15,ficwfteigenp2,"सैलानियों,क्षेत्र,महत्त्वपूर्ण",36
15,ficwfteigenp2,"खाड़ी,वर्षाएं",37
15,ficwfteigenp2,आधुनिक,38
15,ficwfteigenp2,कारवाही,39
15,ficwfteigenp2,,40
15,ficwfteigenp2,"सुप्रबंध,धब्बा",41
15,ficwfteigenp2,,42
15,ficwfteigenp2,सशस्त्र,43
15,ficwfteigenp2,मरूस्थलसा,44
15,ficwfteigenp2,"कड़बड़,प्रभावशाली,जंगबहादुर",45
15,ficwfteigenp2,,46
15,ficwfteigenp2,भाँति,47
15,ficwfteigenp2,विस्मित,48
15,ficwfteigenp2,सिद्ध,49
15,ficwfteigenp2,भाट,50
15,ficwfteigenp2,ब्याह,51
15,ficwfteigenp2,"दीनतापूर्ण,हुजूर",52
15,ficwfteigenp2,"क्षणभर,सूर्यमंडल,रमणीयता",53
15,ficwfteigenp2,अंग्रेजी,54
15,ficwfteigenp2,"झाड़,झुग्गी",55
15,ficwfteigenp2,डेविड,56
15,ficwfteigenp2,,57
15,ficwfteigenp2,घबराना,58
15,ficwfteigenp2,कलेजा,59
15,ficwfteigenp2,"थानेदार,दुमंजिले",60
15,ficwfteigenp2,मनःस्थिति,61
15,ficwfteigenp2,धोया,62
15,ficwfteigenp2,,63
15,ficwfteigenp2,चूँकि,64
15,ficwfteigenp2,हलचल,65
15,ficwfteigenp2,"खड़गसिंह,हृदय",66
15,ficwfteigenp2,"स्लेज,ढलान",67
15,ficwfteigenp2,,68
15,ficwfteigenp2,बंदिशें,69
15,ficwfteigenp2,"अधिकारियों,व्यवस्था",70
15,ficwfteigenp2,अधिक,71
15,ficwfteigenp2,"स्पेक्ट्रम,प्रसारित",72
15,ficwfteigenp2,"द्वारा,मध्यांतर",73
15,ficwfteigenp2,"भगदड़,मुख्यमंत्री",74
15,ficwfteigenp2,"प्रदर्शित,महत्वपूर्ण",75
15,ficwfteigenp2,बलूचिस्तान,76
15,ficwfteigenp2,सप्ताह,77
15,ficwfteigenp2,वैज्ञानिक,78
15,ficwfteigenp2,"भाजपा,आलाकमान",79
15,ficwfteigenp2,मानीटरिंग,80
15,ficwfteigenp2,"अनुसंधान,केंद्र,आड़ू",81
15,ficwfteigenp2,"निर्देशन,अभिनय",82
15,ficwfteigenp2,ट्रॉफ़ी,83
15,ficwfteigenp2,"सुन्नी,लड़ाके",84
15,ficwfteigenp2,"व्यवहारिक,समस्याओं",85
15,ficwfteigenp2,"तीर्थंकरी,स्यादवाद",86
15,ficwfteigenp2,सौंपा,87
15,ficwfteigenp2,"युक्तिसंगति,साक्षात्कार,प्रसाद",88
15,ficwfteigenp2,"परस्वावलंबन,अज्ञेय",89
15,ficwfteigenp2,"विरुद्ध,प्राकृतिक,छविबद्ध,दृश्यभाषा,प्रयुक्त",90
15,ficwfteigenp2,मूल,91
15,ficwfteigenp2,"दृष्टि,सृष्टि,विलासमात्र,क्रांतिकारी,सौंदर्यदृष्टि",92
15,ficwfteigenp2,देहाध्यास,93
15,ficwfteigenp2,उपरान्त,94
15,ficwfteigenp2,"अज्ञेय,निर्णेता,उदारता",95
15,ficwfteigenp2,"परिवर्तन,स्वभाव,उद्देश्य",96
15,ficwfteigenp2,"इतिहासकार,उपन्यास",97
15,ficwfteigenp2,"उपन्यास,आत्महत्या",98
15,ficwfteigenp2,प्रगतिशीलता,99
15,ficwfteigenp3,विभाग,0
15,ficwfteigenp3,अद्वितीय,1
15,ficwfteigenp3,,2
15,ficwfteigenp3,,3
15,ficwfteigenp3,"निःशुल्क,वितरण",4
15,ficwfteigenp3,योगाभ्यास,5
15,ficwfteigenp3,"ग्रामीण,सशक्तिकरण",6
15,ficwfteigenp3,,7
15,ficwfteigenp3,,8
15,ficwfteigenp3,ज्योतिषीय,9
15,ficwfteigenp3,,10
15,ficwfteigenp3,,11
15,ficwfteigenp3,,12
15,ficwfteigenp3,,13
15,ficwfteigenp3,,14
15,ficwfteigenp3,,15
15,ficwfteigenp3,मृदुल,16
15,ficwfteigenp3,,17
15,ficwfteigenp3,पहली,18
15,ficwfteigenp3,हावड़ा,19
15,ficwfteigenp3,,20
15,ficwfteigenp3,बस्ता,21
15,ficwfteigenp3,लक्खा,22
15,ficwfteigenp3,,23
15,ficwfteigenp3,,24
15,ficwfteigenp3,"प्रायः,सक्रिय",25
15,ficwfteigenp3,अभ्यर्थी,26
15,ficwfteigenp3,"दूरबीनों,चकती",27
15,ficwfteigenp3,"अनीश्वरवाद,ईश्वरवादी,सूक्तियों",28
15,ficwfteigenp3,,29
15,ficwfteigenp3,,30
15,ficwfteigenp3,प्रशेषनीय,31
15,ficwfteigenp3,नृत्यांगना,32
15,ficwfteigenp3,"उत्कीर्ण,अंतर्गत",33
15,ficwfteigenp3,"प्राचीन,क्षत्रिय",34
15,ficwfteigenp3,इंजीनियर्स,35
15,ficwfteigenp3,"विपणन,स्थलों",36
15,ficwfteigenp3,,37
15,ficwfteigenp3,पर्वतों,38
15,ficwfteigenp3,,39
15,ficwfteigenp3,,40
15,ficwfteigenp3,बरामदों,41
15,ficwfteigenp3,,42
15,ficwfteigenp3,सशस्त्र,43
15,ficwfteigenp3,"हराभरा,निष्फल",44
15,ficwfteigenp3,,45
15,ficwfteigenp3,,46
15,ficwfteigenp3,भाँति,47
15,ficwfteigenp3,विस्मित,48
15,ficwfteigenp3,सोटे,49
15,ficwfteigenp3,,50
15,ficwfteigenp3,,51
15,ficwfteigenp3,दीनतापूर्ण,52
15,ficwfteigenp3,सूर्यमंडल,53
15,ficwfteigenp3,,54
15,ficwfteigenp3,"झाड़,पोंछ",55
15,ficwfteigenp3,,56
15,ficwfteigenp3,,57
15,ficwfteigenp3,,58
15,ficwfteigenp3,,59
15,ficwfteigenp3,"निहाली,तब्दील",60
15,ficwfteigenp3,,61
15,ficwfteigenp3,,62
15,ficwfteigenp3,,63
15,ficwfteigenp3,,64
15,ficwfteigenp3,,65
15,ficwfteigenp3,खड़गसिंह,66
15,ficwfteigenp3,"स्लेज,नाद्या",67
15,ficwfteigenp3,,68
15,ficwfteigenp3,बंदिशें,69
15,ficwfteigenp3,,70
15,ficwfteigenp3,ख़रीद,71
15,ficwfteigenp3,अमृतसर,72
15,ficwfteigenp3,मध्यांतर,73
15,ficwfteigenp3,भगदड़,74
15,ficwfteigenp3,,75
15,ficwfteigenp3,क़त्ल,76
15,ficwfteigenp3,,77
15,ficwfteigenp3,तथ्यों,78
15,ficwfteigenp3,"विधायकों,आलाकमान",79
15,ficwfteigenp3,"वाटरहॉलो,वायरलेस",80
15,ficwfteigenp3,"अनुसंधान,बैंगों",81
15,ficwfteigenp3,अभिनय,82
15,ficwfteigenp3,श्रीलंका,83
15,ficwfteigenp3,"सुन्नी,लड़ाके",84
15,ficwfteigenp3,,85
15,ficwfteigenp3,तीर्थंकरी,86
15,ficwfteigenp3,,87
15,ficwfteigenp3,"युक्तिसंगति,साक्षात्कार",88
15,ficwfteigenp3,परस्वावलंबन,89
15,ficwfteigenp3,"प्रतीतियों,प्राकृतिक",90
15,ficwfteigenp3,स्त्री,91
15,ficwfteigenp3,"द्विवेदीजी,सौंदर्यदृष्टि",92
15,ficwfteigenp3,,93
15,ficwfteigenp3,,94
15,ficwfteigenp3,निर्णेता,95
15,ficwfteigenp3,कृष्णदत्त,96
15,ficwfteigenp3,,97
15,ficwfteigenp3,,98
15,ficwfteigenp3,प्रगतिशीलता,99
15,ficwfteigenp4,रणथम्भौर,0
15,ficwfteigenp4,अद्वितीय,1
15,ficwfteigenp4,"वैविध्य,वैविध्यों,ऐक्य",2
15,ficwfteigenp4,,3
15,ficwfteigenp4,,4
15,ficwfteigenp4,"साधनाएं,सम्पुट",5
15,ficwfteigenp4,इफको,6
15,ficwfteigenp4,अधिग्राहण,7
15,ficwfteigenp4,,8
15,ficwfteigenp4,,9
15,ficwfteigenp4,ग्रह,10
15,ficwfteigenp4,"इक्की,दुक्की",11
15,ficwfteigenp4,,12
15,ficwfteigenp4,"श्रेष्ठ,है",13
15,ficwfteigenp4,अप्पी,14
15,ficwfteigenp4,,15
15,ficwfteigenp4,मृदुल,16
15,ficwfteigenp4,,17
15,ficwfteigenp4,,18
15,ficwfteigenp4,हावड़ा,19
15,ficwfteigenp4,,20
15,ficwfteigenp4,,21
15,ficwfteigenp4,लक्खा,22
15,ficwfteigenp4,,23
15,ficwfteigenp4,,24
15,ficwfteigenp4,प्रायः,25
15,ficwfteigenp4,"अभ्यर्थी,साम्या",26
15,ficwfteigenp4,चकती,27
15,ficwfteigenp4,"सूक्तियों,कल्याणकारी",28
15,ficwfteigenp4,उद्गम,29
15,ficwfteigenp4,,30
15,ficwfteigenp4,"प्रशेषनीय,अर्जित",31
15,ficwfteigenp4,कुंड,32
15,ficwfteigenp4,"रस्तर,विज्ञप्ति,उत्कीर्ण,प्राय:,अभिलेख",33
15,ficwfteigenp4,"ऐल,चेति,चेदि",34
15,ficwfteigenp4,,35
15,ficwfteigenp4,विपणन,36
15,ficwfteigenp4,,37
15,ficwfteigenp4,,38
15,ficwfteigenp4,,39
15,ficwfteigenp4,,40
15,ficwfteigenp4,"कोने-खुतरे,तीवर",41
15,ficwfteigenp4,,42
15,ficwfteigenp4,,43
15,ficwfteigenp4,"मरूस्थलसा,चेष्टा",44
15,ficwfteigenp4,कड़बड़,45
15,ficwfteigenp4,नेवता,46
15,ficwfteigenp4,,47
15,ficwfteigenp4,विस्मित,48
15,ficwfteigenp4,"हाँक,सोटे",49
15,ficwfteigenp4,भाट,50
15,ficwfteigenp4,,51
15,ficwfteigenp4,दीनतापूर्ण,52
15,ficwfteigenp4,"आया,रमणीयता,बहुधा",53
15,ficwfteigenp4,"मीर,खैर",54
15,ficwfteigenp4,झुग्गी,55
15,ficwfteigenp4,,56
15,ficwfteigenp4,,57
15,ficwfteigenp4,,58
15,ficwfteigenp4,,59
15,ficwfteigenp4,"निहाली,कलई,अटा,कोस",60
15,ficwfteigenp4,,61
15,ficwfteigenp4,,62
15,ficwfteigenp4,,63
15,ficwfteigenp4,,64
15,ficwfteigenp4,,65
15,ficwfteigenp4,खड़गसिंह,66
15,ficwfteigenp4,नाद्या,67
15,ficwfteigenp4,,68
15,ficwfteigenp4,बंदिशें,69
15,ficwfteigenp4,,70
15,ficwfteigenp4,,71
15,ficwfteigenp4,,72
15,ficwfteigenp4,,73
15,ficwfteigenp4,,74
