word,frequency
सीड,13
परोक्ष,13
चिन्ता,13
नहर,13
पारम्परिक,13
उद्‍देश्य,13
आश्रम,13
मनीष,13
प्रणब,13
दास,13
मद्देनजर,13
दसवाँ,13
स्थगित,13
यात्री,13
सवार,13
फोकस,13
घुटना,13
निफ्टी,13
निराश,13
हैरान,13
सीईओ,13
पकड़ा,13
एडवांस,13
मासिक,13
श्रीराम,13
मान्य,13
खिलौना,13
मुकाम,13
नज़र,13
हस्ती,13
फ्रंट,13
स्टाइल,13
दलील,13
नियुक्ति,13
हस्ताक्षर,13
सतर्कता,13
फौरन,13
ख्वाब,13
बिलकुल,13
बाऊजी,13
फिक्र,13
जाऊँगा,13
खैर,13
सुनो,13
खातिर,13
स्टूडेंट,13
पढ़,13
करूँ,13
लूँगा,13
वापिस,13
लड़ाई,13
होमवर्क,13
खयाल,13
भ्रष्ट,13
खेलकूद,13
फिरोजशाह,13
रूपाकार,13
जॉन,13
आधुनिकता,13
मिटा,13
रेनु,13
आमने,13
प्रिंसिपल,13
सूरज,13
क्रोध,13
प्रखर,13
सम्बद्ध,13
जिज्ञासा,13
अजंता,13
रुस,13
औपचारिकता,13
प्रभा,13
वाणी,13
सैन्य,13
निमित्त,13
विश्राम,13
विशुद्ध,13
व्याकरण,13
जमानत,13
आगम,13
शास्त्रीय,13
स्पेक्ट्रम,13
एक्शन,13
संगीतकार,13
अभय,13
माधुरी,13
मिकी,13
निरूपण,13
ज्य,13
शौक़,13
परमेश्णर,13
टेम्परा,13
पांडेय,13
ढल,13
सम्यक्,13
उपासक,13
विस्फोट,13
संक्रान्ति,13
मिश्र,13
डांस,13
सल्तनत,13
खाँ,13
बंध,13
माध्यमिक,13
रवैया,13
विजयादशमी,13
कलाम,13
जश्‍न,13
शेर,13
मालवीय,13
आश्‍चर्य,13
रचित,13
नामांकित,13
स्टीवन,13
राउंड,13
नास्तिक,13
अनित्य,13
प्रवर्तक,13
अद्वैत,13
करुणानिधि,13
धर्मनिरपेक्ष,13
इतालवी,13
निलंबित,13
मछुआरा,13
अहोई,13
पार्श्थनाथ,13
ई०पू०,13
अनेकान्तवाद,13
श्‍वेताम्बर,13
स्टेन,13
वेड,13
महासंघ,13
ड्रेसिंग,13
साइ,13
मध्यक्रम,13
फेडरेशन,13
चैंपियंस,13
आलराउंडर,13
सिडनी,13
अश्विन,13
मिट्ती,12
स्वतः,12
संगठित,12
नजरिया,12
सड़,12
बचत,12
निराई,12
गुड़ाई,12
पॉलीथीन,12
उलझन,12
अम्लीय,12
बाढ़,12
महत्ता,12
सामान्यतः,12
गम्भीर,12
सतत,12
बढ़वार,12
पाला,12
केला,12
अमरूद,12
अंगूर,12
भण्डारण,12
वेनिला,12
ओडिशा,12
सड़ा,12
भिन्नता,12
बोया,12
साबुन,12
कन्या,12
प्रकंद,12
उपहार,12
दीप,12
कीड़ा,12
जंगली,12
पायलट,12
अनूठा,12
इच्छुक,12
पेड़,12
बुखार,12
फाइबर,12
स्पॉन,12
बैग,12
कार्बन,12
मक्खी,12
कक्ष,12
आँवला,12
जल्दबाजी,12
पोदीना,12
ब्राजील,12
कतार,12
पलट,12
फूस,12
गूदा,12
शिमला,12
संवेदनशील,12
सिल्क,12
दृष्टिकोण,12
गोवा,12
इंजन,12
मस्तिष्क,12
जुबान,12
सर्वेक्षण,12
तरक्की,12
धनी,12
भगा,12
खण्ड,12
रॉक,12
माइका,12
धुआँ,12
पर्यटक,12
व्यतीत,12
भैंस,12
उच्चतम,12
नवीनतम,12
ताल,12
घेर,12
घातक,12
”,12
गिलास,12
नियोजन,12
क्रांतिकारी,12
एमएसपी,12
लेट,12
साझा,12
यूरो,12
उंगली,12
आखिरकार,12
शुरूआती,12
रूसी,12
सत्याग्रह,12
अन्तर्राष्‍ट्रीय,12
अनुशासन,12
ग्रोथ,12
बीएसई,12
स्टडी,12
सेज,12
कवायद,12
रैकिंग,12
उलट,12
केजरीवाल,12
उबर,12
राजस्व,12
सूचकांक,12
पटरी,12
आपत्ति,12
औपचारिक,12
विमान,12
ईसीबी,12
पेशेवर,12
मद,12
इरफान,12
पवन,12
दिनेश,12
धन्यवाद,12
सुर,12
अटकल,12
संपादक,12
नकार,12
शेख,12
संशय,12
परिभाषा,12
चूक,12
फेल,12
गडबड,12
दुल्हन,12
नाना,12
नसीब,12
दामाद,12
दीदी,12
इज्जत,12
काहे,12
भट्ट,12
एहसास,12
मस्ती,12
दीवाना,12
चमत्कार,12
निराला,12
साला,12
जनाब,12
ज़रूरत,12
चुका,12
मिट,12
माई,12
गृहस्थ,12
अन्याय,12
बंगाली,12
कोचिंग,12
दूंगा,12
स्टंप,12
मोहित,12
अछूत,12
थियेटर,12
भीम,12
पृष्‍ठभूमि,12
विख्यात,12
पच्चीस,12
छुट्या,12
आजमा,12
दौलत,12
भलाई,12
प्लेयर्स,12
मुबारक,12
अब्बा,12
पगडी,12
सम्पादकीय,12
जनमत,12
दैनन्दिन,12
स्थूल,12
प्रज्ञा,12
वैविध्य,12
कलामय,12
हामी,12
श्रृंगार,12
नागपुर,12
आनन्द,12
व्याख्यान,12
धैर्य,12
ध्वनि,12
परिधि,12
यूनाइटेड,12
लहर,12
जज्बा,12
चित्रकृति,12
पब्लिक,12
नायर,12
कूटनीतिक,12
अंगुली,12
एक्टिंग,12
उत्साहित,12
कस,12
रोरिक,12
आत्मिक,12
मुग़ल,12
सध,12
तार्किक,12
भावनात्मक,12
अपूर्व,12
प्रस्थान,12
सत्यता,12
विशेषांक,12
रोचक,12
लीला,12
आमेर,12
चंद्रभान,12
जुल्म,12
डिफेंस,12
आदित्य,12
सुभाष,12
अगुवाई,12
उमराव,12
हरिश्चन्द्र,12
गोत्र,12
पालि,12
बॉस,12
महाकुंभ,12
महामना,12
पैनल,12
क,12
अस्वीकार,12
तथागत,12
भिक्षा,12
मोहरा,12
भविष्यवाणी,12
पतंजलि,12
आरण्यक,12
सूचित,12
परलोक,12
बौद्धधर्म,12
शाक्य,12
तृष्णा,12
वैभाषिक,12
अमित,12
प्रतिपक्ष,12
शर्मनाक,12
तालिबान,12
मोहंती,12
फैक्‍ट्री,12
पैगंबर,12
जन्माष्‍टमी,12
अष्‍टमी,12
नवरात्र,12
चौथ,12
एएफसी,12
पेनाल्टी,12
ड्रा,12
तालिका,12
शतकीय,12
फेडरर,12
टेस्फ़ट,12
ग्रेटर,11
भंडार,11
फँसा,11
बहुमूल्य,11
चढ़ाव,11
राजेंद्र,11
जमीनी,11
गारंटी,11
पुरूष,11
बज,11
आजीविका,11
क्षरण,11
अवशेष,11
शिविर,11
तीव्र,11
मुफ्त,11
पशुधन,11
ह्रास,11
दृढ़,11
एक्ट,11
लगाव,11
मेंथा,11
आश्रित,11
विविधता,11
एंटी,11
अभिन्न,11
जम,11
सेल्सियस,11
पूर्णतः,11
मटर,11
संकर,11
सिंचित,11
अन्तर्गत,11
तिहाई,11
तिल,11
जहाज,11
विषाणु,11
मैदानी,11
व्यापारिक,11
ऑर्डर,11
पके,11
बीजू,11
बिखेर,11
पक्का,11
संक्रमण,11
जाल,11
मुड़,11
पौधशाला,11
हेड,11
पूर्ववर्ती,11
छिलक,11
पटियाला,11
पका,11
बर्दाश्त,11
जैम,11
शीत,11
धुन,11
व्यापारी,11
अंचल,11
मेड़,11
नशा,11
फ्लॉवर,11
व्हाइट,11
गिना,11
लुप्त,11
नजरअंदाज,11
शुभकामना,11
बादाम,11
पेट्रोलियम,11
मैनेजमेंट,11
दायित्व,11
जीवंत,11
असीम,11
वार्न,11
मत्स्य,11
मंजिल,11
मंथन,11
संशोधित,11
राज्यमंत्री,11
माँस,11
फैक्ट्री,11
दस्तावेज,11
नव,11
उल्लंघन,11
संतान,11
एचडीएफसी,11
नो,11
राजकोषीय,11
तिमाही,11
चालीस,11
मल्टीमीडिया,11
किराया,11
गरीबी,11
चिप,11
निराशाजनक,11
अनुरोध,11
फीस,11
क्यूँ,11
खानदान,11
तुझसा,11
हाय,11
छीन,11
पहुँचा,11
सूझ,11
टीना,11
मिसेज,11
छुपा,11
तिलक,11
लड़ा,11
सीना,11
श्यामलाल,11
गैंग,11
नौजवान,11
डाकू,11
कुत्ता,11
कैद,11
भटक,11
इसीलिये,11
ठिकाना,11
छ,11
उड़ा,11
मन्नू,11
गायन,11
तमाशा,11
सूफी,11
स्क्रिप्ट,11
मधुर,11
टैगोर,11
संग,11
बालिका,11
उर्वशी,11
सांप्रदायिक,11
यहूदी,11
किंग,11
इमारत,11
लाश,11
कृष्णा,11
चाँदी,11
लहरा,11
ईश्वर,11
हुक्म,11
शास्‍त्रीय,11
प्रश्‍न,11
आत्मसात्,11
पुट,11
शेरगिल,11
अमूर्त्त,11
सादगी,11
दिव्य,11
ग्राम्य,11
बाघ,11
उदात्त,11
मिनिस्टर,11
वैभव,11
एशियन,11
रायल,11
चेष्टा,11
समर्पण,11
राष्ट्र,11
विद्रोह,11
शुभारंभ,11
सोमदेव,11
सराह,11
प्रभारी,11
टेलीविजन,11
आदर,11
केबल,11
स्तरीय,11
परिणति,11
अनुकृति,11
चंडीगढ़,11
एस०,11
आर्ट्ंठ,11
अभिरुचि,11
आर्ट्ं,11
प्रत्युत,11
रिवाज,11
के०,11
नागार्जुन,11
जाग्रत,11
यथा,11
निर्वाचन,11
सीता,11
एड,11
आजीवन,11
आलोक,11
स्पर्द्धा,11
रंगमंच,11
ग्रैंड,11
अधिकृत,11
ताज,11
सू,11
लुभा,11
नायक,11
डिजाइनर,11
यमुना,11
मेजबानी,11
रोमांच,11
एकजुट,11
नारद,11
वोटिंग,11
सलीम,11
जीनत,11
ठुकरा,11
बहुमत,11
नज्म,11
धनवान,11
ज्ञाता,11
पीड़ित,11
खामोश,11
किशन,11
गाईड,11
यशोधरा,11
खत्री,11
नीरज,11
परमार,11
धर्मेंद्र,11
धूमल,11
घायल,11
रत्न,11
ब्रह्मसूत्र,11
प्रतिबिंब,11
मीमांसादर्शन,11
कांड,11
साक्ष्य,11
रावत,11
दावेदारी,11
अंसारी,11
द्रमुक,11
बिट्यी,11
कमीशन,11
मसौदा,11
केसी,11
रास,11
साइकिल,11
शतपथ,11
छांदोग्य,11
नालंदा,11
वर्षावास,11
ग्रां,11
नाथन,11
पीसीए,11
डबल्स,11
मार्टिन,11
जिम्बाब्वे,11
भूपति,11
बोपन्ना,11
ब्रैंडन,11
मुक्केबाज,11
साई,11
धौनी,11
गिरीशा,11
अपेक्षित,10
सेक्टर,10
पीडित,10
निराधार,10
स्वार्थ,10
लालच,10
तिलहन,10
सबूत,10
मरीज,10
क्रान्ति,10
माली,10
रिकार्ड,10
किलोमीटर,10
दोनो,10
उखाड,10
निराकरण,10
उत्तराखंड,10
विलुप्त,10
कलस्टर,10
प्रमाणित,10
लाभदायक,10
दुर्लभ,10
कैंसर,10
छाल,10
लहसुन,10
तल,10
खुशबू,10
दोगुना,10
अरहर,10
नकदी,10
तम्बाकू,10
नि,10
खपत,10
बहुतायत,10
टहनी,10
रेड,10
अन्न,10
नकारात्मक,10
प्रहार,10
रमन,10
प्रथा,10
कैश,10
बागवान,10
बडिंग,10
टकरा,10
गरम,10
बीजाई,10
लाइट,10
नियामक,10
नीम,10
धरातल,10
ईंधन,10
भण्डार,10
बंगला,10
झील,10
पूसा,10
छ्ह,10
शहतूत,10
जनपद,10
विन्यास,10
फर्स्ट,10
फूड,10
सौराष्द्र,10
रचनात्मक,10
अफ्रीकी,10
आसमान,10
पतन,10
आमदनी,10
तांबा,10
ताकतवर,10
दुग्ध,10
तथापि,10
बुक,10
दृश्यावली,10
पट्टी,10
भौगोलिक,10
जीवनकाल,10
उक्त,10
दखल,10
दुनियाभर,10
राशन,10
इंस्पेक्टर,10
पेंशन,10
प्रारम्भिक,10
पूरक,10
कालिदास,10
गणित,10
गुलाम,10
अज्ञात,10
अधर्म,10
असंतोष,10
बाधित,10
शॉर्ट,10
तादाद,10
विदाई,10
अधिग्रहण,10
प्रवर्तन,10
अर्जित,10
टू,10
पन्ना,10
नैनो,10
उजाला,10
राणा,10
वीडियो,10
ब्रिक्स,10
ड्यूटी,10
धूमिल,10
मल्होत्रा,10
आवारा,10
करूँगा,10
सगा,10
प्रीति,10
चलिए,10
राजी,10
थमा,10
बेचारा,10
अफसोस,10
लूट,10
नवरात्रि,10
थाना,10
आज़ादी,10
जाऊँ,10
दुखी,10
अबे,10
बेवकूफ,10
उद्धार,10
सिन्दुर,10
बंशी,10
साहस,10
लैला,10
अम्मी,10
अब्दुल,10
परवाह,10
पंजाबी,10
पाश्चात्य,10
असाधारण,10
श्रद्धांजलि,10
सुपरहिट,10
कारनामा,10
चेतन,10
पिक्चर,10
उपेक्षित,10
चौबीस,10
स्वर्णिम,10
अक्षर,10
मनोबल,10
स्टेटस,10
स्‍थान,10
मनोवृत्ति,10
मुखिया,10
कस्बा,10
अनायास,10
कार्टून,10
विसंगति,10
साक्षात्,10
प्रतीति,10
नजारा,10
परिपक्,10
चिर,10
निषेध,10
समकालीन,10
हूबहू,10
क्राफ्ल्,10
एकान्त,10
कृपाल,10
वाश,10
पेंसिल,10
ड्राइंग,10
हुसैन,10
जनहित,10
टोकियो,10
पग,10
सुखद,10
गाँधी,10
मेक,10
गिरफ्तारी,10
जुलूस,10
मुनि,10
न्यूज,10
प्रसन्न,10
प्रवचन,10
मगध,10
प्रशांत,10
ऑन,10
एफएम,10
कंप्यूटर,10
लड़ाई,10
प्रीमियर,10
चौंका,10
जूह,10
साइट,10
आगरा,10
बाला,10
महज़,10
गतिशील,10
पार्वती,10
सराहना,10
माधव,10
डेनियल,10
हास्य,10
आमंत्रित,10
रियासत,10
सहानुभूति,10
उज्दैन,10
सगुण,10
रायपुर,10
अनुबंध,10
जलालुद्दीन,10
कष्ट,10
माय,10
पंडितजी,10
अवस्थी,10
संदीप,10
प्रधानता,10
अलविदा,10
आयोजक,10
सिकंदर,10
ख्वाजा,10
आरती,10
कैमरून,10
सबक,10
खानम,10
आके,10
उल,10
उर्फ,10
नज्मा,10
हीरा,10
टेप,10
जीवनी,10
अमजद,10
दरबारी,10
नाटककार,10
निबंध,10
धारावाहिक,10
पवित्रता,10
इलाही,10
घी,10
युधिष्ठिर,10
जिम्मी,10
इमाम,10
मैथिलीशरण,10
भोज,10
कथन,10
दिग्विजय,10
धर्मनिरपेक्षता,10
विराजमान,10
बुद्धदेव,10
गंवा,10
निपटारा,10
असहमति,10
अणु,10
श्रवण,10
पुद्थल,10
स्पीकर,10
ट्रायल,10
नीतिश,10
दबदबा,10
परिजन,10
तब्दील,10
संदिग्ध,10
रेग्मी,10
शा,10
बशीर,10
राशिद,10
दुविधा,10
प्रचंड,10
बिट्‍टा,10
अजीत,10
प्रतीक्षारत,10
काटजू,10
जकिया,10
बाजवा,10
मतपत्र,10
रुद्र,10
षष्बा,10
कोसल,10
इब्राहीम,10
सूक्‍त,10
आलवार,10
अजातशत्रु,10
हेनरिक्स,10
मैक्सवेल,10
हस,10
क्वालीफाई,10
मुकाबल,10
डोहर्टी,10
राफेल,10
बीसीसीआइ,10
गेल,10
बल्ले,10
ओपनिंग,10
स्पैल,10
मेलबर्न,10
डेयरडेविल,10
सोंगा,10
शारापोवा,10
सानिया,10
सुहैल,10
आइओसी,10
विटोरी,10
ऑकलैंड,10
सीमांत,9
बैंकिंग,9
वितरित,9
रसायन,9
भूमिहीन,9
प्रौद्योगिकी,9
प्रामाणिक,9
घाव,9
जख्म,9
विदर्भ,9
सचा,9
विगत,9
स्वामित्व,9
धंधा,9
तबका,9
मार्गदर्शन,9
रोधी,9
छः,9
खुदाई,9
क्षति,9
सजग,9
उद्यानिकी,9
चकित,9
सल्फेट,9
दलहन,9
शोषण,9
प्रोत्साहित,9
लगन,9
देखरेख,9
आयुर्वेदिक,9
लड़,9
प्रसाधन,9
पाचन,9
गंध,9
साधारणतः,9
सामान्यतया,9
लता,9
रंजक,9
कन्द,9
मिस्र,9
यूरिया,9
अग्रणी,9
शाक,9
सदाबहार,9
बाँस,9
टाइप,9
दाद,9
नेत्र,9
जयराम,9
भली,9
सुंदरता,9
निदान,9
खिड़की,9
तीव्रता,9
ढीला,9
चूना,9
पतंग,9
धब्बे,9
एन,9
पंख,9
लेची,9
कटहल,9
पालक,9
एकत्रित,9
शक्ल,9
बहार,9
करिश्मा,9
खीर,9
रिंग,9
अड्डा,9
रेशमकीट,9
मेडिकल,9
परिणामस्वरूप,9
मिशन,9
नारंगा,9
विपुल,9
बाधक,9
अवरोध,9
फॉस्फेट,9
उपरोक्त,9
सुनहरा,9
बर्फ,9
पहाड,9
सम्पदा,9
गोल्डन,9
पोटिंग,9
स्वदेशी,9
भुट्टा,9
आभूषण,9
पैक,9
सुझा,9
गुंजाइश,9
“,9
घरा,9
ऋण,9
चलन,9
खुदरा,9
निर्धन,9
सेमी,9
खरे,9
हौसला,9
कक्षा,9
पोस्टर,9
चिंतित,9
इजाफा,9
हैरानी,9
बिरंगा,9
ब्लैक,9
उपर्युक्त,9
महाद्वीप,9
गुड,9
बढ़े,9
विफल,9
बैठा,9
भुगत,9
पॉलिसी,9
फॉर,9
नीतिगत,9
उत्पीडन,9
मुनी,9
सौभाग्य,9
आहिस्ता,9
सेंट्रल,9
ऑटो,9
एयरटेल,9
लुत्फ,9
ट्रैक,9
सेबी,9
खरीदारी,9
संकलित,9
यस,9
दर्जन,9
खुफिया,9
सेल,9
शोर,9
प्रेरक,9
भाटिया,9
एलान,9
पसी,9
रिटायरमेंट,9
घुमा,9
बेरोजगार,9
एससी,9
अल,9
विनर,9
क्रॉस,9
लि,9
फर्जी,9
वीजा,9
नामुमकिन,9
रोशन,9
शव,9
आँसू,9
कुर्बानी,9
जिया,9
चैन,9
काबिल,9
लगवा,9
चौबेपुर,9
ओमकार,9
मेहरबानी,9
मोल,9
फिकर,9
उदास,9
पड़ोसी,9
जाग,9
मीटिंग,9
चीज़,9
स्नेह,9
क्लीन,9
म्यूज़िक,9
स्टेज,9
जात,9
कसर,9
धमका,9
बदमाश,9
ओके,9
झगड़ा,9
रोना,9
तबादला,9
बरसा,9
तंग,9
शुक्रिया,9
सिर्फ़,9
खाक,9
डाक,9
चालान,9
कालांतर,9
जयश्री,9
अनुभूत,9
करुण,9
महबूब,9
राही,9
प्रोडक्शन,9
होड़,9
बाम्बे,9
थ्रिलर,9
डिनर,9
साँस,9
छुप,9
डैडी,9
जिन्दगी,9
मजिस्ट्रेट,9
जोश,9
वीमेन्स,9
टूर,9
सोलह,9
बिठा,9
घिस,9
दह,9
चैत्र,9
दर्शनीय,9
कर्तव्,9
रूपी,9
लेखनी,9
अग्रलेख,9
लेखा,9
पत्रकारी,9
क्षितिज,9
पराजय,9
टाइम्स,9
अवमानना,9
जनजीवन,9
सौष्तव,9
सबल,9
करुणा,9
अलंकरण,9
कैन्वास,9
द्योतक,9
भावात्मक,9
स्वप्,9
लोकरंजक,9
अनन्त,9
प्रयोजन,9
आकाशवाणी,9
न्यूयार्क,9
सिद्धि,9
संकोच,9
सेवक,9
गर्भ,9
सन्तोष,9
प्रसन्नता,9
अपराधी,9
उपादान,9
कनु,9
रंगीनी,9
अध्यापक,9
भित्तिचित्र,9
विपत्ति,9
ई०,9
अभूतपूर्व,9
रिपोर्टिंग,9
नौका,9
कलेक्टर,9
पेशकश,9
प्राचीनतम,9
लौकिक,9
खुलकर,9
बाजपेई,9
रिचर्ड,9
सीन,9
पांडव,9
फ्रेंच,9
जौहर,9
सोनाक्षी,9
माउस,9
नरेश,9
स्केच,9
सूचक,9
रहस्यमय,9
बेजोड़,9
अनादि,9
शह,9
कागज़,9
मुखरित,9
पैलेस,9
चन्द्रमा,9
आख्यान,9
मेनन,9
स्मारक,9
सचिवालय,9
आश्‍वस्त,9
मनोरम,9
ढाका,9
क्षत्रिय,9
अजमेर,9
हरिश्चंद्र,9
विलियमसन,9
श्रेष्ठ,9
शतरंज,9
सिनेमाघर,9
सूजामल,9
जलाल,9
ज्ञानी,9
प्रजा,9
प्रणाम,9
मौलाना,9
करन,9
राठौर,9
दबंग,9
पसीना,9
दशमी,9
टाइगर,9
चुनौतीपूर्ण,9
रियल,9
रॉय,9
प्वाइंट,9
रुक्मणी,9
छापा,9
हकदार,9
कर्मी,9
कमेंट्री,9
खबरदार,9
भगवन,9
कनीज़,9
मॉडर्न,9
प्रहलाद,9
कदर,9
गिरा,9
अज्ञान,9
वीराँ,9
होस्ट,9
एडम,9
मंटो,9
कवी,9
प्रेमचन्द,9
शौकीन,9
चन्द्रकान्ता,9
प्लस,9
नामित,9
टिवटर,9
अभिषेक,9
सहमत,9
भुवनेश्वर,9
साम्राज्य,9
ज्योतिष,9
भाष्यकार,9
यम,9
प्रत्यय,9
द्वेष,9
आविर्भाव,9
क्लेश,9
भक्‍त,9
निवृत्ति,9
शुद्धोदन,9
ब्रह्मा,9
फेरबदल,9
कोर,9
कद्‍दावर,9
सुप्रीमो,9
केशुभाई,9
गृहमंत्री,9
न्यायिक,9
निर्दलीय,9
क्लोजर,9
असेंबली,9
प्रतिबद्धता,9
सर्वसम्मति,9
सीआरपीएफ,9
जिनपिंग,9
अबु,9
पीपीपी,9
पीवी,9
बैकफुट,9
बलिदान,9
एसआईटी,9
डीएम,9
कैरी,9
दयालुता,9
भाद्रपद,9
छ्ठ,9
ऊषा,9
वैलेंटाइन,9
ऋग्वैदिक,9
गोशाल,9
लिच्छवी,9
सुत्त,9
गौतमी,9
प्रसेनजित,9
बिंबिसार,9
संकर्षण,9
बायें,9
ह्यूज,9
टखने,9
गोल्फर,9
हेराथ,9
हमवतन,9
अजिंक्य,9
जोकोविक,9
फील्डिंग,9
मिचेल,9
क्रिस,9
फुटबाल,9
रवि,9
फुल्टन,9
मैनचेस्टर,9
मुक्केबाजी,9
ओलिंपिक्स,9
बढ़ि,9
गोनी,9
केकेआर,9
रॉस,9
बजरंग,9
ग्रेजुएशन,8
पोस्ट,8
उत्तीर्ण,8
अधिनियम,8
मानक,8
दुर्दशा,8
खुदकुशी,8
हरित,8
परिदृश्य,8
बंजर,8
परिपक्वता,8
वाष्पीकरण,8
लवणीय,8
अनावश्यक,8
नजदीकी,8
उर्वर,8
पलायन,8
इच्छाशक्ति,8
अंजाम,8
फ्लैट,8
अर्ध,8
कार्बोहाइड्रेट,8
बीजी,8
पुष्पन,8
आंध्रप्रदेश,8
तिलहनी,8
प्लास्टिक,8
शक्कर,8
घाट,8
नीचा,8
बहुवर्षीय,8
नकद,8
कड़ा,8
ट्रांसफर,8
दूरस्थ,8
ढलान,8
सावधानीपूर्वक,8
लीफ,8
रोगग्रस्त,8
उग्र,8
दरार,8
कार्बनिक,8
चूँकि,8
गमला,8
फीका,8
फफूंद,8
सामान्यत,8
फर्श,8
अल्प,8
रेशमी,8
चमकदार,8
कैप,8
सूंडी,8
नर,8
कैंची,8
गोभी,8
खुराक,8
मेन्था,8
मिन्ट,8
परिप्रेक्ष्य,8
नैनीताल,8
तैर,8
उपरान्त,8
ट्रक,8
उपचारित,8
थाला,8
थैली,8
अद्‍भूत,8
पकवान,8
साठ,8
जनजातीय,8
पूर्णत,8
लंका,8
हड्डी,8
फायदेमंद,8
समीप,8
मालिश,8
नय,8
जोस,8
परिपूर्ण,8
तालमेल,8
बहाल,8
अव्वल,8
स्कूली,8
समुद्री,8
सालाना,8
असफलता,8
उद्‍भव,8
कगार,8
अंग्रेज,8
धनुष,8
गम,8
निकिल,8
निर्विवाद,8
जुल,8
विकासशील,8
पुनः,8
कॉर्न,8
मेज,8
धार,8
उसर,8
गुच्छा,8
छिड़काव,8
बिल्ली,8
मार्क,8
अहमियत,8
सुधारक,8
धुरी,8
सम्बन्धी,8
जूस,8
महाविद्यालय,8
प्रवाहित,8
उबार,8
जीडीपी,8
सत्यनारायण,8
फ़सल,8
एक्सपो,8
उदयपुर,8
बर्मा,8
यूनान,8
सुल्तानपुर,8
रामायण,8
पू,8
खजूर,8
पश्चात्,8
कालीन,8
तुर्की,8
सिंध,8
बुनियादी,8
दुर्भाग्य,8
मैन्यूफैक्चरिंग,8
स्वामीनाथन,8
हाशिया,8
एमएस,8
पैकेज,8
समापन,8
लांच,8
शपथ,8
आश्‍चर्यजनक,8
वंचित,8
पड़ताल,8
मोइली,8
प्रमोटर,8
अनौपचारिक,8
उधार,8
ऑपरेशन,8
नाल्को,8
झंडी,8
मौद्रिक,8
जलसा,8
बदनाम,8
सीआर,8
नॉन,8
सेडान,8
तृणमूल,8
त्रिवेदी,8
शिरोमणि,8
माथा,8
मंदी,8
टक्कर,8
हलचल,8
लेन,8
इन्वेस्ट,8
इन्वेस्टमेंट,8
इस्लामी,8
एसटी,8
करदाता,8
प्रवृति,8
हॉल,8
डरबन,8
कलर,8
अनजाना,8
कंधे,8
प्लीज,8
ज़िंदगी,8
लव,8
तुम्हा,8
एहसान,8
हँस,8
ओहो,8
सबेरा,8
ऐ,8
बिगड़ा,8
परहेज,8
जाके,8
दिलवा,8
पिला,8
तुमको,8
दादी,8
समर,8
प्लीज़,8
कांफ्रेंस,8
तोड़ा,8
छिपा,8
झगडा,8
विदा,8
बागडोर,8
पठान,8
भीड़,8
सिक्का,8
कर्ता,8
प्रूफ,8
शकल,8
शर्म,8
घोष,8
होश,8
साब,8
ओया,8
करूँगी,8
रोज़,8
वास्ते,8
वाकई,8
बापू,8
पार्श्व,8
पृष्ठभूमि,8
चोटी,8
सावधान,8
पेंटर,8
विलास,8
कम्युनिस्ट,8
दमन,8
शुमार,8
प्रमोशन,8
अयोध्या,8
नायिका,8
क्राइम,8
लुक,8
चिल्ला,8
स्टाफ,8
हैरत,8
खत,8
निकाह,8
भीड़,8
सचेष्ट,8
सचेत,8
स्‍त्रोत,8
घूस,8
विषयक,8
आक्रोश,8
दानव,8
दिग्दर्शन,8
शनै,8
परिणत,8
अभिनव,8
प्रवास,8
दृष्‍टान्त,8
ब्रुश,8
थिरक,8
कतई,8
दीख,8
कलाभिरुची,8
सेक्रेटरी,8
साढ़े,8
अख्तियार,8
उदार,8
कौर,8
बहादुर,8
सन्देह,8
व्यंग,8
स्वत,8
अनुपस्थिति,8
सादी,8
प्रतिद्वन्द्वी,8
वक्ता,8
आकांक्षा,8
नैतिकता,8
उज्जवल,8
अभ्युत्थान,8
बर्खास्त,8
शान्त,8
कलाधारा,8
प्रादेशिक,8
चौदह,8
शत,8
प्रचारित,8
नोट,8
गोरखपुर,8
टकराव,8
कोष,8
अटूट,8
दीपिका,8
प्रतिभाशाली,8
भोजपुरी,8
मनोज,8
न्यायमूर्ति,8
वश,8
कम्प्यूटर,8
ऑनलाइन,8
ऐतराज,8
चंद,8
स्टीव,8
परख,8
गूढ़,8
ए०,8
स्ट्रोक,8
व्यंजक,8
मौर्य,8
ज्येष्ठ,8
शनैः,8
झुकाव,8
कमर्शियल,8
स्थापत्य,8
अन्वेषण,8
सईद,8
निर्णायक,8
कुमारिल,8
निष्कर्ष,8
ट्राफी,8
हर्ष,8
क़ारोबार,8
जहांपनाह,8
कैदी,8
धरना,8
ताजपोशी,8
हिचक,8
इंसाफ,8
माहिर,8
नारा,8
थर्ड,8
रोहन,8
पसंदीदा,8
प्रदीप,8
दहन,8
पद्मश्री,8
गोयल,8
शोज,8
अर्चना,8
एनएसडी,8
डॉट,8
देविंदर,8
रिकी,8
प्रियंका,8
झा,8
अनारकली,8
शिवाजी,8
राघव,8
वसुधा,8
एकादशी,8
सत्तार,8
फिल,8
नाराजगी,8
शहजादा,8
टेक,8
यौन,8
स्टैंड,8
विभूषण,8
एसोसिएट,8
देवकीनन्दन,8
शाब्दिक,8
थ्रीडी,8
पीपुल,8
वसीम,8
अराधना,8
सिटी,8
दंड,8
अंधकार,8
सन्त,8
सिद्धी,8
राबिया,8
इबादत,8
जीवात्मा,8
युक्‍ति,8
